Countries,Indicators,,2010,2011,2012,2013,2014,2015,2016,2017
Oman,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.8207152,2.5477660,2.5522778,2.7913430,3.5269339,4.3044014,4.3287449,3.8490717
Oman,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,10.4072876,10.8392744,10.4270077,7.1416640,5.7811556,5.7364168,6.1227193,6.6925912
Oman,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Oman,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.3331139,2.0846584,2.1038733,2.4351857,3.1659863,3.8488178,3.8456790,3.3772821
Oman,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,34.8438568,39.3033295,44.0714226,44.8552475,47.3567734,50.8717003,50.8302078,44.6391830
Oman,Gross Domestic Product (GDP) per Capita in PPP Int$,,"43,200.9036368","42,171.4170056","43,813.7834548","43,479.2941356","42,653.3502132","42,584.5805500","42,897.9191620","41,330.5712157"
Pakistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.5967579,2.3444264,2.3593993,2.6028016,2.7220080,2.6871193,2.8551023,2.8986337
Pakistan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,70.3924255,67.1421204,64.1936035,65.1656494,66.5248871,66.1792603,63.1265335,60.2368774
Pakistan,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,4.9437909,4.1189256,4.4133225,5.4221416,5.5355730,3.7613456,1.8322233,1.7424033
Pakistan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.5717092,0.6115551,0.6782430,0.7026686,0.6984120,0.7400205,0.8204672,0.9155353
Pakistan,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,20.3371220,19.3492832,21.6557503,21.8210678,20.0953083,19.7712574,19.9351482,21.2764854
Pakistan,Gross Domestic Product (GDP) per Capita in PPP Int$,,"4,195.9584813","4,309.7636703","4,451.2126402","4,629.5492866","4,835.6283349","5,014.9310186","5,244.1028156","5,539.1076679"
Qatar,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,1.7892391,1.5999621,1.7482215,2.0762017,2.4229608,3.1174891,3.0493646,2.6074286
Qatar,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,18.7262230,16.8867054,10.8838272,6.9094324,5.6663265,6.7462072,7.9541693,8.9026575
Qatar,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Qatar,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.2701863,1.1766787,1.3835847,1.7475452,2.1017494,2.6596439,2.5258870,2.1051664
Qatar,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,30.6118183,28.5017910,30.9866276,28.2924767,33.3982964,42.2636414,40.1381493,33.4525986
Qatar,Gross Domestic Product (GDP) per Capita in PPP Int$,,"122,580.1871800","129,349.9229134","127,705.1735525","127,182.3635740","127,710.9348659","128,021.9738966","127,640.3303561","128,646.9704389"
Saudi Arabia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.6478560,3.7117772,4.0196238,4.4656830,5.2279549,5.9983449,5.8356295,
Saudi Arabia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,18.9451389,15.6211538,15.1562138,14.3598642,13.1358700,14.3833666,15.7059650,
Saudi Arabia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,
Saudi Arabia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.2592111,2.4894424,2.7447271,3.1078634,3.7311156,4.1072993,3.8930290,
Saudi Arabia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33.0115395,32.8426971,33.2328949,35.5270996,40.2142220,40.8105125,38.6814995,
Saudi Arabia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"44,491.9000211","48,524.7177253","50,611.1050363","51,373.7208323","52,790.2316417","54,172.0589929","54,439.8802702",
Sudan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.0581021,5.6157956,5.6882701,6.9648752,5.6761971,7.1827865,6.4036412,6.3418074
Sudan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,61.3134460,65.9313507,65.4546890,74.8342896,67.0317841,63.2255440,70.3108139,72.4796677
Sudan,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,3.0176899,7.9209609,4.2899408,5.0102854,3.6937838,1.9375000,2.0320621,5.3751202
Sudan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.6462661,1.2828177,1.4933702,1.1519505,1.4345360,2.2368133,1.5062591,1.1420288
Sudan,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,17.3510037,18.2330399,16.4797745,15.3224068,13.5091896,12.2318163,11.4793387,13.7857227
Sudan,Gross Domestic Product (GDP) per Capita in PPP Int$,,"4,815.6928841","4,857.3988905","3,873.4680942","3,969.1256070","4,138.4379468","4,027.1063151","5,082.8070769","4,946.2350898"
Syria,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.2764416,3.3285625,3.5656474,,,,,
Syria,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,54.0000038,53.3660049,53.6898613,,,,,
Syria,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.2027111,1.4176083,1.0235033,,,,,
Syria,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.4676384,1.5044612,1.6147617,,,,,
Syria,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,28.6377869,40.2734528,36.1126823,,,,,
Syria,Gross Domestic Product (GDP) per Capita in PPP Int$,,"5,172.2267018","5,555.1355338","4,479.4197840",,,,,
Tunisia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.8839560,6.4320288,6.6063294,6.8566203,6.8073964,7.0074124,6.9961572,7.2324572
Tunisia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,42.1058312,41.5830002,40.9782066,39.0639877,38.0047112,39.5675087,39.9019623,39.1201630
Tunisia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.1983695,1.3806766,0.0990442,0.1034994,0.0608065,0.0618379,0.0649223,0.4307586
Tunisia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.2805345,3.6285307,3.7632663,4.0516596,3.9573853,3.9950147,3.9623406,4.1312985
Tunisia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,25.1732616,29.2951069,29.7761345,32.4257431,29.7900238,29.1678486,28.8736706,30.3152256
Tunisia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"10,222.9012743","10,120.6453729","10,603.8510184","10,971.2153670","11,377.4336059","11,497.7919792","11,618.8821694","11,936.3405871"
United Arab Emirates,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.8787451,3.6700730,3.4252043,3.5929952,3.6302095,3.5835943,3.4034162,3.3342824
United Arab Emirates,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,17.9457436,16.8840370,16.7388039,17.1557941,17.8078270,17.7896500,19.1577396,18.8674412
United Arab Emirates,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
United Arab Emirates,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.7482522,2.6579025,2.4848075,2.5859411,2.5765915,2.5533488,2.4367793,2.3998129
United Arab Emirates,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,32.2307930,31.1712837,29.1414433,30.3272209,33.1274147,32.3597794,30.8824387,30.4139462
United Arab Emirates,Gross Domestic Product (GDP) per Capita in PPP Int$,,"56,061.3283521","58,363.6323095","60,558.4755884","63,974.8144432","67,567.7172385","71,094.9933762","73,099.6905625","74,035.4051306"
Yemen,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.1593313,4.7695308,5.1959362,4.9608316,4.8418050,4.2345753,,
Yemen,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,74.0168991,72.4851227,71.6132813,74.5834808,76.4169769,80.9572372,,
Yemen,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,2.4197183,3.6108434,3.5212576,4.6665239,6.3812809,7.7841888,,
Yemen,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.1621712,1.0921180,1.2413144,0.9796078,0.7834846,0.4311833,,
Yemen,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,30.2035866,29.8400288,36.2180443,30.7972641,27.7800789,19.3466396,,
Yemen,Gross Domestic Product (GDP) per Capita in PPP Int$,,"4,387.0988534","3,805.2388670","3,866.1647934","4,016.3322188","3,980.3247581","3,282.6209252",,
Albania,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4.4708586,4.2670417,4.0597687,4.3087559,4.4323154,4.4310131,4.3832941,4.2775536
Albania,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,29.3865204,28.9233589,28.2291565,29.1463547,31.7950153,30.4441223,29.1246452,29.1408386
Albania,Gross Domestic Product (GDP) per Capita in PPP Int$,,"9,537.9903673","10,132.8589027","10,455.4553986","10,501.1785547","11,114.0937776","11,466.5324310","11,670.3768259","12,677.8465440"
Andorra,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9.4496708,9.7658939,10.0469408,10.1121140,10.2764788,10.2527123,10.3241072,10.3205528
Andorra,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,45.4321938,44.3996124,43.8894882,43.2765884,42.8039589,42.3558273,41.7908897,41.7770538
Andorra,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Andorra,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4.2119761,4.4759507,4.6672888,4.7731767,4.9100161,4.9547148,5.0603728,5.0603728
Andorra,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,38.6690598,38.6690598,37.4337196,35.5222549,32.8258324,32.5033951,36.1002502,36.1002502
Andorra,Gross Domestic Product (GDP) per Capita in PPP Int$,,"41,667.9823852","41,064.5179693","43,940.8503511","46,006.6232742","48,299.6023117","49,676.3819486","48,336.9246857","50,745.7516854"
Armenia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9.2353907,9.3758783,9.1345520,10.3234453,10.1782703,10.1176338,9.9519663,10.3627052
Armenia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,77.6241303,78.4196701,78.5873032,82.8755722,82.4813690,81.6298752,80.6468811,84.3480759
Armenia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,3.7288423,3.1500552,2.9605718,2.0722988,1.5294900,1.0829009,1.8710475,1.2871294
Armenia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.6862897,1.6728649,1.5781703,1.3756574,1.5054787,1.6102092,1.6373446,1.3725060
Armenia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,26.2005386,24.9643326,22.4147892,23.7966576,23.9906559,26.3308373,27.0477924,26.0266304
Armenia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"6,565.6913036","7,022.1118583","7,655.1832299","8,014.3620516","8,422.9616451","8,753.1187983","8,842.6887207","9,660.3060867"
Austria,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10.2210188,10.0261326,10.1991558,10.2857494,10.3680925,10.3677902,10.4191694,10.3966169
Austria,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,18.6016254,18.7395630,18.6740913,19.1712513,19.0981770,19.0911121,19.3011284,19.2032661
Austria,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Austria,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,7.3995791,7.2878981,7.4325109,7.4231281,7.5186386,7.5120874,7.5241914,7.5263753
Austria,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,52.8397865,50.8969116,51.2130280,51.6476708,52.4309235,51.1335983,50.2712669,49.1746445
Austria,Gross Domestic Product (GDP) per Capita in PPP Int$,,"42,065.2008840","44,540.1980877","46,578.1839705","48,080.5993404","49,020.9487034","50,213.3696852","51,870.4080343","54,031.0011506"
Azerbaijan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.7677550,4.5081525,4.9017744,5.0541368,5.4677444,6.7139521,6.6631346,6.6518292
Azerbaijan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,77.3955536,77.5921021,75.5721359,77.8614121,78.1054840,79.4463272,81.5710297,83.8561401
Azerbaijan,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.7749012,0.7514054,1.0947309,0.4729760,0.6314010,0.5084534,0.3077169,0.3779809
Azerbaijan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.0107778,0.9479099,1.1136537,1.0630720,1.1279810,1.3026183,1.1633974,1.0049129
Azerbaijan,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,31.9580822,33.7352638,36.6359787,37.7797241,36.3744202,38.6796608,35.3777390,35.7068520
Azerbaijan,Gross Domestic Product (GDP) per Capita in PPP Int$,,"15,661.7255586","15,800.1468986","16,246.9654082","17,265.9734423","17,720.7455786","17,893.1895261","17,333.5909362","17,496.8692185"
Belarus,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.6569400,4.8743854,5.2453270,5.6955948,5.3879337,6.0653334,5.9105415,5.9257855
Belarus,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,29.1650677,33.5878449,30.7739830,33.7923393,34.8943253,36.2026138,26.7141857,27.5149994
Belarus,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.4542489,0.2920214,0.5467192,0.4074395,0.2985232,0.3908189,0.4191019,0.3657602
Belarus,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.8492191,3.0884152,3.4436979,3.5686817,3.3728805,3.6867421,4.1929879,4.1458941
Belarus,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,44.3186493,40.2929230,38.8919334,40.8131943,38.8364220,41.7695465,40.6828957,39.0418739
Belarus,Gross Domestic Product (GDP) per Capita in PPP Int$,,"15,565.3036686","17,175.4465193","17,793.9217124","18,273.9763747","18,929.1595668","18,397.2332927","18,139.4524755","19,054.2381403"
Belgium,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9.9747334,10.1366558,10.2657776,10.3696594,10.4144955,10.2801323,10.3044548,10.3386688
Belgium,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,18.1727066,18.1752167,17.7340813,18.0322628,17.4903412,17.5399132,17.8647499,17.6382237
Belgium,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Belgium,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,7.7532349,7.8608556,8.0179844,8.0474882,8.1290150,7.9745522,7.9439068,7.9832501
Belgium,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,53.3414497,54.5177155,55.8655319,55.8275223,55.2739563,53.7308083,53.0901299,52.1307602
Belgium,Gross Domestic Product (GDP) per Capita in PPP Int$,,"40,257.6895289","41,425.3571388","42,554.8466953","43,694.9944722","44,717.0791121","45,742.1577184","47,298.9365430","49,513.8597048"
Bosnia and Herzegovina,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9.0188828,9.1785603,9.4900150,9.4868975,9.4751682,9.3395367,9.2278624,8.9316673
Bosnia and Herzegovina,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,30.0758629,29.4684849,29.2125702,28.9624863,28.9667969,28.8411102,28.6827316,29.1393108
Bosnia and Herzegovina,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.5209146,1.9065204,1.8996636,1.4076439,0.4638370,0.0000000,0.0000000,0.0000000
Bosnia and Herzegovina,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,6.1379309,6.2748566,6.5138025,6.5818095,6.6620274,6.6186242,6.5543070,6.2952576
Bosnia and Herzegovina,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,49.4949913,46.4212112,46.9247513,45.0435638,46.2716065,43.4408455,42.1916809,40.6807747
Bosnia and Herzegovina,Gross Domestic Product (GDP) per Capita in PPP Int$,,"9,298.9099894","9,893.5641670","10,170.4009626","10,811.4479961","11,141.8976786","11,650.5561490","12,347.8477047","13,125.9637426"
Bulgaria,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.1058145,7.1348085,7.5943937,7.8682265,8.4987555,8.2027321,8.2301073,8.0956030
Bulgaria,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,43.1413460,44.4637260,47.7468071,47.1014900,45.8127747,47.6682701,47.9540482,46.5525703
Bulgaria,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Bulgaria,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.9251878,3.8627069,3.8580174,4.0490532,4.4885235,4.1715236,4.1614041,4.1992230
Bulgaria,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,36.1700249,33.8291702,34.4548569,37.6938667,43.1918907,40.4818726,35.0951881,35.0344658
Bulgaria,Gross Domestic Product (GDP) per Capita in PPP Int$,,"14,881.4617924","15,631.2484453","16,161.0536118","16,526.8111601","17,481.7813112","18,125.3610116","19,429.6317775","20,871.6648118"
Croatia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.0957890,7.7856908,7.7882586,6.5219970,6.6951251,6.7879567,6.8262591,6.7891336
Croatia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,13.9567776,12.0521698,11.4724512,8.8312769,11.2752829,10.9443455,10.9739828,10.9732513
Croatia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0045047,0.0000000,0.0041695,0.0000000
Croatia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,6.7526183,6.3820324,6.4371676,5.5471325,5.6265712,5.6404848,5.6496515,5.6232429
Croatia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,47.9578018,48.5007057,47.7925491,47.6496658,48.0801315,48.3454247,47.2996521,45.3210220
Croatia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"19,746.5278864","20,713.8677041","21,114.9249658","21,774.1064805","22,033.4392229","22,889.9602229","24,429.0437242","26,107.6261424"
Cyprus,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.2793493,6.5914550,6.6891484,6.9012814,6.7795343,6.8090329,6.7887096,6.6845694
Cyprus,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,40.9429779,42.7990265,44.0257874,43.0922890,44.7341270,44.3291588,45.2442780,44.6320343
Cyprus,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.9465393,0.9374877,0.9277155,1.1227044,1.1109593,1.1702979,0.2071368,0.4188785
Cyprus,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.9988446,3.0683696,3.0022833,3.1387336,2.9260478,2.8654289,2.8584170,2.8338618
Cyprus,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,42.0451317,42.3460541,41.9057236,41.8654366,48.7881889,40.6429634,38.0044556,37.3775368
Cyprus,Gross Domestic Product (GDP) per Capita in PPP Int$,,"33,648.8741289","33,632.3006378","31,986.2531315","30,481.5806519","30,195.9734542","31,602.7745729","33,811.2020035","36,355.0127553"
Czech Republic,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.9280624,6.9768920,7.0284352,7.8066955,7.6530852,7.2427568,7.1495986,7.2313390
Czech Republic,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,15.2508755,15.0214586,15.2914887,13.5858536,14.0819922,14.8283939,15.0238123,14.8091021
Czech Republic,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Czech Republic,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5.7591434,5.8392644,5.8718638,6.5112524,6.3191629,5.9559336,5.8539715,5.9115400
Czech Republic,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,43.5143662,43.0347405,44.4796829,42.6025734,42.4340172,41.6988792,39.4825707,38.9439278
Czech Republic,Gross Domestic Product (GDP) per Capita in PPP Int$,,"27,700.0196327","28,823.1120954","29,062.0114481","30,480.3431399","32,302.9929552","33,716.3093703","35,272.2120954","38,075.7113345"
Denmark,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10.3331556,10.1529083,10.2413559,10.1695824,10.1719036,10.2271652,10.1812344,10.1082792
Denmark,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,14.3857241,14.5507898,14.1590405,13.8100729,13.7745619,13.6747789,13.7123823,13.7384653
Denmark,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Denmark,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,8.6674223,8.4892149,8.6006661,8.5690088,8.5636787,8.6095552,8.5647001,8.4933844
Denmark,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,56.6732178,56.4293137,57.9549255,55.8203774,55.2177124,54.5276451,52.6645355,51.1577492
Denmark,Gross Domestic Product (GDP) per Capita in PPP Int$,,"43,100.1958897","44,482.8001683","44,892.7268969","46,829.4707356","48,039.6894538","49,264.5174660","50,878.5794324","54,509.7284602"
Estonia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.3336930,5.8226624,5.8277464,6.0098419,6.1167860,6.3863039,6.5033569,6.4293580
Estonia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,21.9182491,21.5558987,21.5174122,22.6050282,22.6224442,22.7841377,22.7288837,23.6646252
Estonia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.8131101,1.4323990,0.3923070,0.0615277,0.2363296,0.2047005,0.1843710,0.0263435
Estonia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4.6994762,4.3659468,4.4366031,4.5345841,4.6103950,4.8116388,4.9048438,4.8007393
Estonia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,40.5129356,37.4258270,39.3027191,38.4523201,37.8447189,39.6305275,39.4665833,39.2701950
Estonia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"21,552.3127294","24,502.0709563","25,972.9640296","27,450.3943146","28,936.1367779","29,224.8790547","30,893.9310860","33,492.2931306"
Finland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.8771248,8.9576321,9.3015270,8.6726532,9.4930744,9.7041225,9.4283876,9.2069387
Finland,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,19.9649582,19.3373337,18.6953163,19.3373337,18.9236012,19.7781487,20.4999962,20.2274227
Finland,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0072250,0.0062377,0.0032286,0.0062377,0.0020507,0.0009817,0.0014726,0.0029107
Finland,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,6.8586321,6.9743338,7.2969527,6.7524514,7.4161692,7.5303884,7.2142749,7.0658627
Finland,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,54.7546730,54.3843880,56.2036705,57.5013046,58.1090584,57.0416107,55.9162865,54.1886253
Finland,Gross Domestic Product (GDP) per Capita in PPP Int$,,"38,719.8705951","40,676.2050270","40,627.6127450","41,311.4106404","41,483.8365846","42,202.2038055","43,667.7522992","46,217.5746110"
France,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,11.2390232,11.2030935,11.3154697,11.4357290,11.5711250,11.4590759,11.4789257,11.3128920
France,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,10.2206898,10.2215509,10.1012020,9.9287119,9.8451471,9.7066526,9.5514212,9.3842192
France,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
France,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,8.5806112,8.5235443,8.6170359,8.7281294,8.8696671,8.7870808,8.8242445,8.7213297
France,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,56.8818321,56.2907333,57.1072769,57.2278633,57.2136040,56.7975693,56.5738602,56.3825493
France,Gross Domestic Product (GDP) per Capita in PPP Int$,,"36,104.7288633","37,650.4088631","37,900.0962614","39,763.8498294","40,232.6602990","40,916.3196861","42,186.9710176","44,296.3677439"
Georgia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9.5453892,8.3881035,8.3731422,8.3957243,8.4388189,7.9323587,8.4213467,7.6016588
Georgia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,72.7272720,75.6121445,73.4367828,69.0771942,65.9756088,57.3243370,55.5187225,54.7619057
Georgia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,3.6363635,3.3790402,3.4230943,3.0168588,2.4796748,2.5406909,2.2577381,2.3808758
Georgia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.0344212,1.4664805,1.6280048,1.9778748,2.3292513,2.8215141,3.0856035,2.8290222
Georgia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33.0617561,29.0872479,29.5677757,28.8672867,29.9406529,29.3645287,29.8803959,29.7196598
Georgia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"6,119.4498185","6,795.5534319","7,479.5534941","7,988.7852672","8,630.7867005","9,067.0078197","9,490.0472054","10,172.3451104"
Germany,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,11.0054035,10.7205372,10.7769032,10.9319096,10.9604607,11.0880127,11.1306591,11.2468348
Germany,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,14.0406981,14.0588493,14.1198635,13.2763891,12.8628330,12.9853458,12.8828182,12.6729193
Germany,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Germany,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,8.3368998,8.0878391,8.1357813,8.3496800,8.4436417,8.5297461,8.5978003,8.7342787
Germany,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,47.2554512,44.7100029,44.2953873,44.6883507,43.9614906,43.7092552,43.8882828,43.9331589
Germany,Gross Domestic Product (GDP) per Capita in PPP Int$,,"39,175.2712036","42,720.6799942","43,617.2550519","45,300.6473407","47,316.4116700","48,268.4790453","50,026.4201215","52,660.4915618"
Greece,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9.5597315,9.0982475,8.8831863,8.4149685,7.9498940,8.0898867,8.2821522,8.0413904
Greece,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,28.1284714,30.9195156,30.1383591,33.6863594,36.6331062,36.4295692,34.6035461,34.7502098
